	species	NumGI	GIBase	RepSize	Proportion	NumChromosome	NumPlasmid	BioSampleID
220	Nocardia seriolae	39.0	731122.0	8304518.0	8.80390650005214	2	0	SAMN05225369,SAMD00066002
221	Ruminococcus albus	17.0	323946.0	3685408.0	8.789963010879664	1	4	SAMN00016988
222	Thioflavicoccus mobilis	14.0	355592.0	4048921.0	8.78238918467414	1	1	SAMN02232063
223	Ralstonia pickettii	9.0	239156.25	2553960.0	8.776953459242598	6	4	SAMN02598396,SAMN00000034,SAMN07312454
224	Escherichia coli	17.049056603773586	444147.6716981132	4990813.483018868	8.776074133140579	617	1131	SAMN02604091,SAMN02604094,SAMN01911278,SAMEA2272558,SAMD00061081,SAMD00061087,SAMD00060923,SAMD00060956,SAMD00060957,SAMN00000110,SAMN02604181,SAMN02603424,SAMN02604038,SAMN02604037,SAMN02603421,SAMN02598405,SAMN02604262,SAMN02604066,SAMN02603441,SAMN02604255,SAMN02603900,SAMN02603478,SAMN02598470,SAMN00002656,SAMN02603636,SAMN02603334,SAMEA3138229,SAMEA3138230,SAMEA3138231,SAMEA3138233,SAMEA3138234,SAMEA1705959,SAMEA2272277,SAMD00060955,SAMN00016779,SAMN02603258,SAMN00017915,SAMN02603727,SAMN02602978,SAMEA2272237,SAMN02604221,SAMN02469619,SAMN02603406,SAMN02603902,SAMN02603903,SAMN02604278,SAMN02604168,SAMN02604169,SAMN02603645,SAMD00060976,SAMEA3138414,SAMEA2272019,SAMN01831189,SAMN01831188,SAMN01831190,SAMN02603426,SAMD00006056,SAMN02147037,SAMN02604176,SAMN02603887,SAMEA3138816,SAMN02641383,SAMN02641384,SAMN02647163,SAMN02666434,SAMN02666695,SAMN02666696,SAMN02666697,SAMN02666698,SAMN03081526,SAMN03081527,SAMN02794012,SAMN02440167,SAMN02872945,SAMN02905113,SAMN02929659,SAMN03013572,SAMN02709589,SAMN03093203,SAMN03107000,SAMN03264844,SAMN03262652,SAMN02743420,SAMN03265100,SAMN03274236,SAMN03263950,SAMN03083542,SAMN02673556,SAMN02949643,SAMN03292179,SAMN02949644,SAMN03301757,SAMN03294311,SAMN03287565,SAMEA2547783,SAMEA2547782,SAMEA3865278,SAMN03371467,SAMN03390066,SAMN03277616,SAMN03277613,SAMN03277619,SAMN03277614,SAMN03277617,SAMN03277615,SAMN03277618,SAMN03277612,SAMEA3143339,SAMN03856947,SAMN03576594,SAMN03276545,SAMN03276546,SAMN03276542,SAMN03612246,SAMN02404591,SAMN02404590,SAMN02666437,SAMN03761813,SAMN03761814,SAMN03765122,SAMN03761398,SAMN03659038,SAMN03852615,SAMN03861948,SAMN03863255,SAMN03863378,SAMN03384316,SAMN04026225,SAMN04026228,SAMN04026226,SAMN04026227,SAMN04103124,SAMN03203487,SAMN03203488,SAMN03203489,SAMN03952643,SAMN02991226,SAMN04227566,SAMN04288058,SAMN04159541,SAMN02800875,SAMN04381845,SAMN04381854,SAMN04385793,SAMN04403366,SAMN04191546,SAMN04435507,SAMN04435508,SAMN04435497,SAMN04435499,SAMN04393382,SAMN04381849,SAMN04381851,SAMN04381846,SAMN04381853,SAMN04481707,SAMN02580208,SAMN04202540,SAMN04202539,SAMN04621897,SAMN04590096,SAMN04590095,SAMN04590097,SAMN04851092,SAMN04851091,SAMN05007044,SAMN05007045,SAMN04191551,SAMN04191553,SAMN04531998,SAMN05190012,SAMN05194365,SAMN05210771,SAMN03455974,SAMN03455931,SAMN02808332,SAMN02808333,SAMN02688213,SAMN03768474,SAMN02688215,SAMN05177221,SAMN05252777,SAMN05291917,SAMN05392487,SAMN05407982,SAMN04510563,SAMN04026657,SAMN02688212,SAMN04939501,SAMN05725120,SAMN05346848,SAMN04209666,SAMN04447635,SAMN04447629,SAMN04447624,SAMN04447630,SAMN04447632,SAMN04447623,SAMN04447636,SAMN05729957,SAMN05729956,SAMN04299569,SAMN04040761,SAMN04605558,SAMN06029893,SAMN06029895,SAMN06029896,SAMN06029894,SAMN04243989,SAMN04965119,SAMN05945146,SAMN05544764,SAMN05544766,SAMN05544767,SAMN05544765,SAMN05544760,SAMN05544762,SAMN05544768,SAMN05544761,SAMN06067968,SAMN03252409,SAMN03252412,SAMN03252417,SAMN03252418,SAMN03252425,SAMN03252426,SAMN03252432,SAMN03252433,SAMN03252434,SAMN03252436,SAMN03252410,SAMN03252411,SAMN03252413,SAMN03252415,SAMN03252416,SAMN03252419,SAMN03252420,SAMN03252421,SAMN03252422,SAMN03252423,SAMN03252424,SAMN03252427,SAMN03252428,SAMN03252429,SAMN03252430,SAMN03252431,SAMN03252435,SAMN03252437,SAMN03252450,SAMN03252452,SAMN03252454,SAMN03252455,SAMN03252456,SAMN03252438,SAMN03252439,SAMN03252440,SAMN03252441,SAMN03252442,SAMN03252443,SAMN03252444,SAMN03252445,SAMN03252446,SAMN03252447,SAMN03252448,SAMN03252449,SAMN03252453,SAMN03252457,SAMN03252414,SAMN03252458,SAMN03252451,SAMN06115651,SAMN05853574,SAMN06197014,SAMN06227049,SAMN06314933,SAMN06344815,SAMN05511177,SAMN05511184,SAMN05511183,SAMN05511179,SAMN05511186,SAMN05511169,SAMN05511161,SAMN05511152,SAMN05511182,SAMN05511168,SAMN05511159,SAMN05511185,SAMN05511153,SAMN05511148,SAMN05511150,SAMN05511160,SAMN05511166,SAMN05511157,SAMN06314223,SAMN06554468,SAMN04014959,SAMN04014902,SAMN04014910,SAMN04014945,SAMN06563569,SAMN06563579,SAMN06434185,SAMN05762409,SAMN04497926,SAMN04505873,SAMN06645125,SAMN06619924,SAMN05414625,SAMN06819205,SAMN04396805,SAMN06924979,SAMN06828737,SAMN06925129,SAMN06924970,SAMN06947002,SAMN06808253,SAMN06093946,SAMN06165994,SAMN06166007,SAMN06165999,SAMN06231252,SAMN06909153,SAMN06909152,SAMN06909177,SAMN06909172,SAMN04014990,SAMN04014960,SAMN04015003,SAMN04014899,SAMN04014992,SAMN04014969,SAMN04014955,SAMN04014991,SAMN07162922,SAMN07192703,SAMN07192704,SAMN04014978,SAMN04014896,SAMN06173306,SAMN06173361,SAMN07260764,SAMN07273977,SAMN05520965,SAMN03783363,SAMN07251590,SAMN05417814,SAMN03963238,SAMN03963241,SAMN02951658,SAMN06928086,SAMN06920354,SAMN07503734,SAMN07503733,SAMN07618127,SAMN07618128,SAMN07618126,SAMN07618121,SAMN07618120,SAMN07618129,SAMN07618123,SAMN07618125,SAMN07618122,SAMN07618124,SAMD00056132,SAMD00056131,SAMD00056130,SAMN07312447,SAMN07312445,SAMN07692432,SAMN07765387,SAMN07312477,SAMN07312492,SAMN04623227,SAMN04578538,SAMN07638908,SAMN07656203,SAMN07656205,SAMN01916957,SAMN07656209,SAMN04621488,SAMN01917241,SAMN07509121,SAMN07656206,SAMN07731009,SAMN07656210,SAMN07172369,SAMN04625459,SAMN07656212,SAMN04851096,SAMN07819355,SAMN07210972,SAMN07980821,SAMN07980822,SAMN07944239,SAMN04014847,SAMN04014855,SAMN07944243,SAMN07944240,SAMN07944241,SAMN04014856,SAMN04014852,SAMN04014860,SAMN04014858,SAMN08040561,SAMN07983336,SAMN07510673,SAMN08104834,SAMN08158212,SAMN07339706,SAMN08148591,SAMN08148171,SAMN07197446,SAMN07768275,SAMN07807400,SAMN07807401,SAMN07807402,SAMN07807403,SAMN07792806,SAMN07807399,SAMN08117235,SAMN06198938,SAMN06198937,SAMN07767837,SAMN07806871,SAMN07302603,SAMN07716515,SAMN08281024,SAMN08326676,SAMN08118424,SAMN08093640,SAMN08362704,SAMN08367764,SAMN08367768,SAMN08367769,SAMN08272629,SAMN06040386,SAMN05341196,SAMN05290638,SAMN03455998,SAMN03996288,SAMN06209723,SAMN08498861,SAMN04014918,SAMN06250205,SAMN05210898,SAMN08380018,SAMN08380016,SAMN08380015,SAMN08380010,SAMN08380008,SAMN08380003,SAMN08380021,SAMN08380022,SAMN08380019,SAMN08380013,SAMN08380006,SAMN08380002,SAMN08409128,SAMN08369073,SAMN08380020,SAMN08380017,SAMN08380014,SAMN08380012,SAMN08380011,SAMN08380005,SAMN08380004,SAMN08380000,SAMN06341081,SAMN07291512,SAMN07291515,SAMN06173362,SAMN08630919,SAMN08619547,SAMN04014922,SAMN07291517,SAMN08581173,SAMN08579553,SAMN08579554,SAMN08579555,SAMN08579556,SAMN03569446,SAMN08579559,SAMN08579560,SAMN08579564,SAMN08579565,SAMN04516926,SAMN08579572,SAMN04482320,SAMN02991246,SAMN08579580,SAMN08579583,SAMN08579585,SAMN03569438,SAMN08579591,SAMN08579571,SAMN08579573,SAMN08579578,SAMN08579579,SAMN08579582,SAMN08579595,SAMN08579597,SAMN08579602,SAMN08579604,SAMN08579605,SAMN08638904,SAMN08579593,SAMN08579594,SAMN04558451,SAMN08579596,SAMN08579598,SAMN08579603,SAMN02991250,SAMN08579557,SAMN08579558,SAMN02991240,SAMN08579566,SAMN03098211,SAMN04498549,SAMN08579568,SAMN03265976,SAMN08579574,SAMN04498485,SAMN08579576,SAMN08579577,SAMN03098208,SAMN08579569,SAMN08579581,SAMN08579584,SAMN08579586,SAMN08579587,SAMN08630964,SAMN08579589,SAMN02991245,SAMN08579590,SAMN08579610,SAMN08469740,SAMN08663435,SAMN08668598,SAMN08212052,SAMN06448755,SAMN08202527,SAMN08581175,SAMN06209728,SAMN08874679,SAMN08874680,SAMN07291530,SAMN07291528,SAMN07291529,SAMN07291527,SAMN08993917,SAMN08932127,SAMN08724618,SAMN08724650,SAMN08724651,SAMN08165042,SAMN08724660,SAMN08724616,SAMN08765149,SAMN08724662,SAMN09245645,SAMN09245647,SAMN09245744,SAMN08382661,SAMN09278797,SAMN04014926,SAMN05468123,SAMN09227133,SAMN09381942,SAMN09202772,SAMN09199078,SAMN08823043,SAMN08822959,SAMN07291545,SAMN07291544,SAMN06459520,SAMN09534373,SAMN09534372,SAMN09640158,SAMN09662618,SAMN08663441,SAMN09462202,SAMN09710898,SAMN09704974,SAMN07411561,SAMN09729056,SAMN09260320,SAMN09630238,SAMN04448503,SAMN09829654,SAMN09845286,SAMN02928551,SAMN09287630,SAMN09499316,SAMN07436715,SAMN07451663,SAMN04014927,SAMN04014854,SAMN10023797,SAMN04014908,SAMN04014930,SAMN08724661,SAMN07510752,SAMN10139565,SAMN10112494,SAMN10230268,SAMN10230267,SAMN10230266,SAMEA3988096,SAMEA35194168,SAMEA35192668,SAMEA19195168,SAMEA19195918,SAMEA104093909,SAMEA4364219,SAMEA3451135,SAMEA3368272,SAMEA3468857
225	Desulfotomaculum gibsoniae	18.0	425786.0	4855529.0	8.769096014049138	1	0	SAMN02598540
226	Nitrosomonas europaea	17.0	246398.0	2812094.0	8.7620826330841	1	0	SAMEA3138193
227	Ectothiorhodospira sp. BSL-9	13.0	311036.0	3550080.0	8.761380025238868	1	0	SAMN03795182
228	Desulfotomaculum nigrificans	11.0	251587.0	2892255.0	8.698645174785764	1	0	SAMN00713626
229	Mycobacterium sp. KMS	15.0	498904.0	5737227.0	8.695908319472107	1	2	SAMN02598356
230	Leptotrichia sp. oral taxon 847	11.0	190810.0	2194935.0	8.69319592607526	1	0	SAMN04435855
231	Parabacteroides distasonis	16.0	418002.0	4811379.0	8.687779532645422	1	0	SAMN02604310
232	Sinorhizobium fredii	12.0	338939.0	3925702.0	8.633844341725379	3	8	SAMN02603283,SAMN07445561,SAMN07824032
233	Mycoplasma synoviae	1.5	72002.5	822985.5	8.63003660580747	5	0	SAMN02603527,SAMN03433916,SAMN06628374,SAMN03566748,SAMEA3679194
234	Carboxydothermus hydrogenoformans	6.0	206674.0	2401520.0	8.605966221393118	1	0	SAMN02603998
235	Hoeflea sp. IMCC20628	21.0	416517.0	4842322.0	8.601596506799837	1	2	SAMN03375744
236	Alicyclobacillus acidocaldarius	9.0	264698.0	3071401.5	8.599576017601658	2	3	SAMN00001901,SAMN02603470
237	Pseudomonas plecoglossicida	19.0	535763.0	6233254.0	8.595237736180813	2	0	SAMN03256214,SAMN09691142
238	Xenorhabdus poinarii	19.0	314082.0	3659523.0	8.582593961016231	1	0	SAMEA3283114
239	[Clostridium] stercorarium	8.75	261762.5	3032092.0	8.579170332696712	4	0	SAMN02603280,SAMN02604195,SAMN04539466,SAMN04539467
240	Methylomonas methanica	14.0	432093.0	5051681.0	8.553449831848052	1	0	SAMN00713628
241	Dermabacter vaginalis	7.0	204432.0	2392314.0	8.545366536332605	1	0	SAMN03774729
242	Tannerella forsythia	10.0	289113.3333333333	3383154.0	8.542175486143513	3	0	SAMN02604009,SAMD00061005,SAMD00061004
243	[Clostridium] clariflavum	16.0	418007.0	4897678.0	8.534799551950945	1	0	SAMN02261428
244	Xanthomonas albilineans	13.0	321559.0	3768695.0	8.532369958301215	1	3	SAMEA3138291
245	Kocuria flava	9.0	298837.0	3504335.0	8.527637911329824	1	4	SAMN04270876
246	Burkholderia vietnamiensis	6.142857142857143	178740.5	2428992.3571428573	8.525742319874453	17	3	SAMN03107475,SAMN03449233,SAMN03449402,SAMN03449410,SAMN03449611,SAMN05004748
247	Treponema succinifaciens	9.0	232812.0	2731853.0	8.522127654745699	1	1	SAMN00713601
248	Alistipes finegoldii	14.0	317825.0	3734239.0	8.511104939989112	1	0	SAMN02232007
249	Klebsiella oxytoca	20.0	521854.71428571426	6135649.0	8.497111825521317	14	58	SAMN02786843,SAMN03733750,SAMN03733738,SAMN03733663,SAMD00039250,SAMN03733631,SAMN03733848,SAMN04014988,SAMN04287054,SAMN03456001,SAMN06040382,SAMN04014869,SAMN06173348,SAMN07291523
250	Vibrio cholerae	5.1875	142933.64583333334	2124005.5	8.494904568662443	81	1	SAMN02603969,SAMN02604040,SAMN02603897,SAMN02603898,SAMN02603569,SAMN00765529,SAMN02603415,SAMN02741837,SAMN03104885,SAMD00061025,SAMN02928187,SAMN03248305,SAMN03248306,SAMN04191514,SAMN02943003,SAMN04168691,SAMN04256432,SAMN04256440,SAMN04256434,SAMN04256433,SAMN04256436,SAMN04256439,SAMN04256437,SAMN04256438,SAMN04256435,SAMN04256431,SAMN04875560,SAMN05567318,SAMN07821484,SAMN08323859,SAMN08472240,SAMN07974340,SAMN08822914,SAMN08813238,SAMN08896638,SAMD00118470,SAMN07684567,SAMEA104115281,SAMEA4374367,SAMEA4374366,SAMEA4374368,SAMEA104470976
251	Delftia tsuruhatensis	15.0	609336.0	7195716.0	8.468038482897324	1	0	SAMN05828192
252	Nitrosococcus halophilus	16.0	345326.0	4079427.0	8.465061392200424	1	1	SAMN02598510
253	Synechococcus sp. PCC 6312	7.0	312212.0	3697276.0	8.444379050955352	1	1	SAMN02261337
254	Corynebacterium flavescens	12.0	232778.0	2758653.0	8.43810366871078	1	0	SAMN02996497
255	Nitrobacter hamburgensis	23.0	371541.0	4406967.0	8.430764287547422	1	3	SAMN02598307
256	Erysipelotrichaceae bacterium I46	12.0	376285.0	4468297.0	8.421217300461452	1	0	SAMN04621622
257	Caldithrix abyssi	15.0	417533.0	4978541.0	8.38665384095461	1	0	SAMN05946030
258	Kozakia baliensis	11.5	238904.5	2847637.5	8.385335385137147	2	11	SAMN04396914,SAMN04396915
259	Acetomicrobium mobile	3.0	180351.0	2160700.0	8.346878326468275	1	0	SAMN02261375
260	Burkholderia thailandensis	10.928571428571429	285607.0	3362266.285714286	8.346834976399387	40	2	SAMN02604021,SAMN02603567,SAMN03081448,SAMN03081449,SAMN03081450,SAMN03097425,SAMN03097424,SAMN02904338,SAMN03085865,SAMN02697330,SAMN03449126,SAMN03449259,SAMN04196786,SAMN04196788,SAMN07312470,SAMN05004746,SAMN05004747,SAMN02866398,SAMN05004750,SAMN05004751
261	Geobacter lovleyi	8.0	326848.0	3917761.0	8.342724326471165	1	1	SAMN00623044
262	Myroides sp. ZB35	10.0	338879.0	4065010.0	8.336486257106378	1	0	SAMN05933030
263	Xanthomonas gardneri	15.0	437869.0	5236007.5	8.331553925936078	2	5	SAMN05823149,SAMN05823150
264	Enterococcus faecalis	7.5	245070.0	2884752.9	8.328185420183043	18	20	SAMN02603978,SAMN02603002,SAMN02603765,SAMEA2272087,SAMN03081447,SAMN02870637,SAMN04585513,SAMN04621616,SAMN05990127,SAMN06042544,SAMN06270347,SAMN04859054,SAMN06173351,SAMN07572761,SAMD00056606,SAMN07371835,SAMN06173337,SAMN09640605
265	Xanthomonas citri	15.555555555555555	431019.81481481483	5174351.444444444	8.327951909547695	52	111	SAMN02603846,SAMN02603165,SAMN03278355,SAMN02911839,SAMN02911838,SAMN02911844,SAMN02911843,SAMN02911842,SAMN02911841,SAMN02911847,SAMN02911837,SAMN02911836,SAMN02911835,SAMN02911834,SAMN02911846,SAMN02911845,SAMN02911840,SAMN02911848,SAMN02911849,SAMN02911850,SAMN02911851,SAMN03765509,SAMN05595756,SAMN05823143,SAMN05823145,SAMN05823144,SAMN05823148,SAMN06685654,SAMN06685652,SAMN06685696,SAMN05179543,SAMN07252112,SAMN07252091,SAMN07251989,SAMN04166563,SAMN04166615,SAMN07447516,SAMN07447517,SAMN06829859,SAMN06829860,SAMN06829306,SAMN06829862,SAMN06829867,SAMN06829542,SAMN06829585,SAMN06829587,SAMN06829854,SAMN06829861,SAMN06829858,SAMN06829865,SAMN07611881,SAMN07665076
266	Microbacterium sp. No. 7	9.0	381662.0	4599046.0	8.298721082589736	1	2	SAMN04046238
267	Flavobacterium crassostreae	8.0	250898.0	3027315.0	8.287806191294926	1	0	SAMN05695074
268	Frankia casuarinae	20.0	450083.0	5433628.0	8.283286967749724	1	0	SAMN02199398
269	gamma proteobacterium HdN1	15.0	379492.0	4587455.0	8.272386323135596	1	0	SAMEA2272402
270	Streptococcus infantarius	9.5	159566.5	1903356.5	8.270286020007031	2	1	SAMN02603507,SAMN04348603
271	Polaromonas naphthalenivorans	12.0	363797.0	4410291.0	8.248820769423151	1	8	SAMN02598302
272	Mycobacterium sp. MCS	14.0	469809.0	5705448.0	8.23439281192292	1	1	SAMN02598348
273	Muricauda lutaonensis	11.0	269529.0	3274259.0	8.231755643032516	1	0	SAMN03382536
274	Lactobacillus delbrueckii	9.25	163015.75	1956153.9166666667	8.22960725315874	18	3	SAMN02598530,SAMEA3138258,SAMN02603937,SAMN02603124,SAMN04309302,SAMN06074287,SAMN06066887,SAMN06074289,SAMN06066454,SAMN05945927,SAMN06074288,SAMN06046524,SAMN05357477,SAMN06812572,SAMN07515627,SAMN07513435,SAMN05751687,SAMN10068249
275	Zhongshania aliphaticivorans	10.0	345538.0	4204359.0	8.218565541144322	1	0	SAMN04361929
276	Orientia tsutsugamushi	11.5	169987.5	2068019.0	8.198761235829283	7	0	SAMD00060919,SAMEA3138266,SAMEA104570324,SAMEA104570318,SAMEA104570325,SAMEA104570321,SAMEA104570320
277	Marinobacter psychrophilus	8.0	327599.0	3998597.0	8.192848641661062	1	0	SAMN03701403
278	Ammonifex degensii	5.0	174321.0	2129237.0	8.187017227297854	1	1	SAMN02598268
279	Martelella sp. AD-3	15.0	372750.0	4554702.0	8.183850447296003	1	2	SAMN04450245
280	Clostridium kluyveri	13.333333333333334	332956.6666666667	4105030.6666666665	8.183169042350627	3	3	SAMD00060959,SAMN02603294,SAMN06094710
281	Weissella jogaejeotgali	6.0	172935.0	2114163.0	8.179832870029417	1	1	SAMN04193338
282	Anoxybacillus sp. B2M1	7.0	312226.0	3819480.0	8.174568265837234	1	0	SAMN04528779
283	Staphylococcus pseudintermedius	9.0	222601.6	2705696.8	8.173402037185003	6	0	SAMN02603958,SAMN02604167,SAMN05181828,SAMN05181827,SAMN04886711,SAMN10142584
284	Desulfotomaculum ruminis	17.0	323888.0	3969014.0	8.160414652102512	1	0	SAMN00713633
285	Sphingomonas melonis	11.0	338771.0	4156476.0	8.150438015280251	2	1	SAMN05860869,SAMN07713968
286	Enterococcus durans	11.5	233370.0	2867059.0	8.139696626938184	3	5	SAMN03956931,SAMN03956792,SAMN07510606
287	Sphingobium sp. YBL2	15.0	387817.0	4766421.0	8.136440318637401	1	6	SAMN03338718
288	Psychrobacter cryohalolentis	7.0	247858.0	3059876.0	8.10026288646991	2	2	SAMN02598327,SAMN06173321
289	Bacteroides dorei	13.0	430040.0	5310365.0	8.098125081797578	1	0	SAMN03737480
290	Yersinia pestis	25.25	369695.0	4574738.46875	8.07942595251364	33	83	SAMN02604093,SAMN02602970,SAMEA1705942,SAMN02598370,SAMN02598369,SAMN02598373,SAMN02604042,SAMN02603871,SAMN02603872,SAMN02603873,SAMN02603222,SAMN02603531,SAMN03074081,SAMN02769655,SAMN03121016,SAMN03120838,SAMN03145064,SAMN03074123,SAMN03161124,SAMN03174669,SAMN03177051,SAMN03216612,SAMN03218157,SAMN03202985,SAMN03782999,SAMN03783057,SAMN03943569,SAMN03943654,SAMN03943655,SAMN03941711,SAMN03783058,SAMN03160774,SAMN05282282
291	Yersinia aldovae	13.0	361130.0	4471090.0	8.077001357610785	1	0	SAMN03144720
292	Desulfobacula toluolica	18.0	418822.0	5197905.0	8.057515479794263	1	0	SAMEA2272293
293	Kytococcus sedentarius	10.0	224395.0	2785024.0	8.057201661457855	1	0	SAMN02598443
294	Thiobacimonas profunda	13.0	370882.0	4609584.0	8.04588873963464	1	8	SAMN04563574
295	Kocuria palustris	6.0	229319.0	2854447.0	8.033745240321505	1	0	SAMN04012814
296	Magnetospirillum magneticum	20.0	398818.0	4967148.0	8.029114493870527	1	0	SAMD00061077
297	Bacteroides ovatus	20.0	519714.5	6473892.5	8.027879542661688	2	0	SAMN03852683,SAMEA4392618
298	Acinetobacter sp. TTH0-4	14.0	237722.0	2962453.0	8.024498616518136	1	0	SAMN04008121
299	Thermovirga lienii	8.0	157832.0	1967774.0	8.020839791561428	1	1	SAMN02232060
300	Burkholderia pseudomallei	10.743362831858407	289238.610619469	3625887.5663716816	8.016956661543333	160	1	SAMEA1705938,SAMN02604036,SAMN02604035,SAMN02604046,SAMN02604257,SAMN02603176,SAMN02603568,SAMN02641521,SAMN02641524,SAMN02641523,SAMN02641522,SAMN03081457,SAMN02945025,SAMN02945026,SAMN02902612,SAMN02902608,SAMN02902606,SAMN02902465,SAMN02866394,SAMN02866376,SAMN02866341,SAMN02864954,SAMN02866334,SAMN02866333,SAMN02849693,SAMN02849712,SAMN03097381,SAMN02990927,SAMN02951654,SAMN02951644,SAMN02951646,SAMN02951655,SAMEA807056,SAMN03372474,SAMN03097397,SAMN03010441,SAMN03068727,SAMN02768252,SAMN03074056,SAMN03075630,SAMN03075610,SAMN03075633,SAMN03023795,SAMN04009759,SAMN04009760,SAMN04011951,SAMN03451120,SAMN04966266,SAMN04966273,SAMN05930279,SAMN05571215,SAMN05571216,SAMN05607057,SAMN05607056,SAMN05607051,SAMN04226311,SAMN04226303,SAMN06007561,SAMN06007566,SAMN06007572,SAMN06007573,SAMN06007576,SAMN06007557,SAMN06007559,SAMN06007563,SAMN06007564,SAMN06007565,SAMN06007569,SAMN06007571,SAMN06007574,SAMN06007579,SAMN06007555,SAMN06007556,SAMN06007562,SAMN06007577,SAMN06473485,SAMN05762138,SAMN08120362,SAMN08120384,SAMN07638450
301	Burkholderia pseudomultivorans	10.5	313085.0	3922818.5	8.013857858257314	2	1	SAMN03449185
302	Acidithiobacillus ferrivorans	12.0	256609.0	3207552.0	8.00015089389042	1	0	SAMN00713557
303	Myroides odoratimimus	9.0	349212.0	4366950.0	7.996702504035998	1	1	SAMN04270979
304	Celeribacter indicus	17.0	361968.0	4529105.0	7.992042577948624	1	5	SAMN03280159
305	Alcanivorax pacificus	13.0	333090.0	4168427.0	7.990784053553055	1	0	SAMN02471159
306	bacterium L21-Spi-D4	11.0	384007.0	4812386.0	7.979555255958271	1	0	SAMN04215233
